Grade,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,WGI,location,pay_type,year,B/O
13,4305,4448,4592,4735,4879,5022,5166,5309,5453,5596,,"RICHMOND, VA",Hourly,2018,O
14,5087,5256,5426,5596,5765,5935,6104,6274,6443,6613,,"RICHMOND, VA",Hourly,2018,B
14,5087,5256,5426,5596,5765,5935,6104,6274,6443,6613,,"RICHMOND, VA",Hourly,2018,O
15,5984,6183,6382,6582,6781,6981,718,738,7579,7778,,"RICHMOND, VA",Hourly,2018,B
15,5984,6183,6382,6582,6781,6981,718,738,7579,7778,,"RICHMOND, VA",Hourly,2018,O
1,23455,24240,25021,25796,26576,27032,27803,28582,28612,29345,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
2,26372,27000,27872,28612,28936,29788,30639,31491,32342,33194,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
3,28774,29733,30692,31651,32610,33569,34528,35486,36445,37404,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
4,32303,33379,34455,35531,36608,37684,38760,39837,40913,41989,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
5,36141,37346,38551,39755,40960,42165,43370,44575,45780,46985,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
6,40285,41627,42969,44312,45654,46996,48338,49681,51023,52365,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
7,44767,46259,47751,49244,50736,52228,53720,55212,56704,58196,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
8,49578,51231,52884,54538,56191,57844,59497,61150,62803,64456,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
9,54760,56585,58411,60236,62062,63887,65713,67538,69363,71189,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
10,60304,62314,64324,66334,68345,70355,72365,74375,76386,78396,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
11,66253,68462,70671,72880,75088,77297,79506,81715,83923,86132,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
12,79411,82058,84705,87352,89999,92646,95293,97940,100587,103234,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
13,94429,97577,100725,103872,107020,110168,113315,116463,119611,122759,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
14,111587,115307,119027,122746,126466,130185,133905,137624,141344,145064,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
15,131257,135632,140007,144382,148757,153132,157507,161882,164200,164200,,"SACRAMENTO-ROSEVILLE, CA-NV",Salary,2018,
1,1124,1161,1199,1236,1273,1295,1332,137,1371,1406,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
1,1686,1742,1799,1854,191,1943,1998,2055,2057,2109,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
2,1264,1294,1336,1371,1386,1427,1468,1509,155,1591,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
2,1896,1941,2004,2057,2079,2141,2202,2264,2325,2387,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
3,1379,1425,1471,1517,1563,1608,1654,170,1746,1792,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
3,2069,2138,2207,2276,2345,2412,2481,255,2619,2688,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
4,1548,1599,1651,1702,1754,1806,1857,1909,196,2012,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
4,2322,2399,2477,2553,2631,2709,2786,2864,294,3018,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
5,1732,1789,1847,1905,1963,202,2078,2136,2194,2251,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
5,2598,2684,2771,2858,2945,303,3117,3204,3291,3377,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
6,193,1995,2059,2123,2188,2252,2316,238,2445,2509,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
6,2895,2993,3089,3185,3282,3378,3474,357,3668,3764,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
7,2145,2217,2288,236,2431,2503,2574,2646,2717,2789,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
7,3218,3326,3432,354,3647,3755,3861,3969,4076,4184,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
8,2376,2455,2534,2613,2692,2772,2851,293,3009,3088,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
8,3564,3683,3801,392,4038,4158,4277,4335,4335,4335,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
9,2624,2711,2799,2886,2974,3061,3149,3236,3324,3411,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
9,3936,4067,4199,4329,4335,4335,4335,4335,4335,4335,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
10,289,2986,3082,3178,3275,3371,3467,3564,366,3756,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
10,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
11,3175,328,3386,3492,3598,3704,381,3915,4021,4127,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
11,4335,4335,4335,4335,4335,4335,4335,4335,4335,4335,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
12,3805,3932,4059,4186,4312,4439,4566,4693,482,4947,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
12,4335,4335,4335,4335,4335,4439,4566,4693,482,4947,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
13,4525,4675,4826,4977,5128,5279,543,558,5731,5882,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
13,4525,4675,4826,4977,5128,5279,543,558,5731,5882,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
14,5347,5525,5703,5881,606,6238,6416,6594,6773,6951,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
14,5347,5525,5703,5881,606,6238,6416,6594,6773,6951,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
15,6289,6499,6709,6918,7128,7337,7547,7757,7868,7868,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,B
15,6289,6499,6709,6918,7128,7337,7547,7757,7868,7868,,"SACRAMENTO-ROSEVILLE, CA-NV",Hourly,2018,O
1,24022,24827,25626,26420,27219,27686,28475,29273,29304,30054,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
2,27010,27653,28547,29304,29636,30508,31380,32253,33125,33997,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
3,29470,30452,31434,32416,33398,34381,35363,36345,37327,38309,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
4,33084,34186,35288,36391,37493,38595,39698,40800,41902,43005,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
5,37015,38249,39483,40717,41951,43185,44419,45653,46887,48121,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
6,41259,42634,44009,45383,46758,48133,49507,50882,52257,53632,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
7,45850,47378,48906,50435,51963,53491,55019,56547,58075,59604,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
8,50777,52470,54164,55857,57550,59243,60936,62629,64322,66015,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
9,56084,57954,59824,61693,63563,65432,67302,69172,71041,72911,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
10,61762,63821,65880,67939,69998,72057,74115,76174,78233,80292,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
11,67856,70118,72380,74642,76904,79167,81429,83691,85953,88215,,"SAN DIEGO-CARLSBAD, CA",Salary,2018,
