Grade,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,WGI,location,pay_type,year,B/O
10,2885,2982,3078,3174,327,3366,3463,3559,3655,3751,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,B
10,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,O
11,317,3276,3382,3487,3593,3699,3804,391,4016,4121,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,B
11,4328,4328,4328,4328,4328,4328,4328,4328,4328,4328,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,O
12,380,3926,4053,418,4307,4433,456,4687,4813,494,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,B
12,4328,4328,4328,4328,4328,4433,456,4687,4813,494,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,O
13,4518,4669,482,497,5121,5272,5422,5573,5723,5874,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,B
13,4518,4669,482,497,5121,5272,5422,5573,5723,5874,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,O
14,5339,5517,5695,5873,6051,6229,6407,6585,6763,6941,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,B
14,5339,5517,5695,5873,6051,6229,6407,6585,6763,6941,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,O
15,6281,649,6699,6909,7118,7327,7537,7746,7956,8165,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,B
15,6281,649,6699,6909,7118,7327,7537,7746,7956,8165,,"HUNTSVILLE-DECATUR-ALBERTVILLE, AL",Hourly,2020,O
1,22850,23616,24375,25131,25891,26335,27086,27843,27874,28585,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
2,25692,26303,27155,27874,28187,29016,29845,30674,31503,32332,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
3,28033,28967,29901,30835,31770,32704,33638,34572,35506,36440,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
4,31469,32518,33567,34615,35664,36713,37762,38810,39859,40908,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
5,35208,36382,37556,38730,39904,41078,42251,43425,44599,45773,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
6,39247,40555,41863,43172,44480,45788,47097,48405,49713,51022,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
7,43612,45066,46519,47972,49426,50879,52332,53786,55239,56692,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
8,48300,49910,51520,53130,54740,56350,57960,59570,61180,62790,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
9,53347,55125,56904,58682,60461,62239,64017,65796,67574,69352,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
10,58748,60706,62664,64623,66581,68540,70498,72456,74415,76373,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
11,64545,66696,68847,70999,73150,75301,77452,79604,81755,83906,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
12,77362,79942,82521,85100,87679,90259,92838,95417,97996,100576,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
13,91994,95061,98127,101194,104261,107328,110395,113462,116528,119595,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
14,108709,112332,115955,119579,123202,126825,130449,134072,137696,141319,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
15,127871,132134,136397,140659,144922,149185,153448,157711,161974,166237,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Salary,2020,
1,1095,1132,1168,1204,1241,1262,1298,1334,1336,137,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
1,1643,1698,1752,1806,1862,1893,1947,2001,2004,2055,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
2,1231,126,1301,1336,1351,139,143,147,1509,1549,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
2,1847,189,1952,2004,2027,2085,2145,2205,2264,2324,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
3,1343,1388,1433,1477,1522,1567,1612,1657,1701,1746,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
3,2015,2082,215,2216,2283,2351,2418,2486,2552,2619,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
4,1508,1558,1608,1659,1709,1759,1809,186,191,196,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
4,2262,2337,2412,2489,2564,2639,2714,279,2865,294,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
5,1687,1743,180,1856,1912,1968,2024,2081,2137,2193,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
5,2531,2615,270,2784,2868,2952,3036,3122,3206,329,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
6,1881,1943,2006,2069,2131,2194,2257,2319,2382,2445,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
6,2822,2915,3009,3104,3197,3291,3386,3479,3573,3668,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
7,209,2159,2229,2299,2368,2438,2508,2577,2647,2716,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
7,3135,3239,3344,3449,3552,3657,3762,3866,3971,4074,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
8,2314,2391,2469,2546,2623,270,2777,2854,2931,3009,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
8,3471,3587,3704,3819,3935,405,4166,4223,4223,4223,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
9,2556,2641,2727,2812,2897,2982,3067,3153,3238,3323,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
9,3834,3962,4091,4218,4223,4223,4223,4223,4223,4223,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
10,2815,2909,3003,3096,319,3284,3378,3472,3566,3659,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
10,4223,4223,4223,4223,4223,4223,4223,4223,4223,4223,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
11,3093,3196,3299,3402,3505,3608,3711,3814,3917,402,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
11,4223,4223,4223,4223,4223,4223,4223,4223,4223,4223,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
12,3707,383,3954,4078,4201,4325,4448,4572,4696,4819,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
12,4223,4223,4223,4223,4223,4325,4448,4572,4696,4819,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
13,4408,4555,4702,4849,4996,5143,529,5437,5584,573,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
13,4408,4555,4702,4849,4996,5143,529,5437,5584,573,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
14,5209,5382,5556,573,5903,6077,6251,6424,6598,6771,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
14,5209,5382,5556,573,5903,6077,6251,6424,6598,6771,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
15,6127,6331,6536,674,6944,7148,7353,7557,7761,7965,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,B
15,6127,6331,6536,674,6944,7148,7353,7557,7761,7965,,"INDIANAPOLIS-CARMEL-MUNCIE, IN",Hourly,2020,O
1,22891,23658,24419,25176,25937,26382,27134,27893,27924,28636,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
2,25738,26351,27203,27924,28238,29068,29899,30729,31560,32390,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
3,28083,29019,29955,30891,31827,32762,33698,34634,35570,36506,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
4,31526,32576,33627,34678,35728,36779,37829,38880,39931,40981,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
5,35271,36447,37623,38799,39975,41151,42327,43503,44679,45855,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
6,39317,40628,41938,43249,44560,45870,47181,48492,49803,51113,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
7,43691,45147,46603,48058,49514,50970,52426,53882,55338,56794,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
8,48386,49999,51612,53225,54838,56451,58064,59677,61289,62902,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
9,53443,55224,57006,58788,60569,62351,64132,65914,67695,69477,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
10,58853,60815,62777,64739,66701,68663,70625,72587,74549,76510,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
11,64660,66816,68971,71126,73281,75436,77592,79747,81902,84057,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
12,77501,80085,82669,85253,87837,90421,93005,95589,98173,100756,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
13,92159,95231,98304,101376,104448,107521,110593,113665,116738,119810,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
14,108904,112534,116164,119794,123423,127053,130683,134313,137943,141573,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
15,128100,132371,136642,140912,145183,149453,153724,157994,162265,166535,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Salary,2020,
1,1097,1134,117,1206,1243,1264,130,1337,1338,1372,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
1,1646,1701,1755,1809,1865,1896,195,2006,2007,2058,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
2,1233,1263,1303,1338,1353,1393,1433,1472,1512,1552,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
2,185,1895,1955,2007,203,209,215,2208,2268,2328,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
3,1346,139,1435,148,1525,157,1615,166,1704,1749,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
3,2019,2085,2153,222,2288,2355,2423,249,2556,2624,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
4,1511,1561,1611,1662,1712,1762,1813,1863,1913,1964,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
4,2267,2342,2417,2493,2568,2643,272,2795,287,2946,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
5,169,1746,1803,1859,1915,1972,2028,2084,2141,2197,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
5,2535,2619,2705,2789,2873,2958,3042,3126,3212,3296,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
6,1884,1947,2009,2072,2135,2198,2261,2324,2386,2449,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
6,2826,2921,3014,3108,3203,3297,3392,3486,3579,3674,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
7,2093,2163,2233,2303,2372,2442,2512,2582,2652,2721,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
7,314,3245,335,3455,3558,3663,3768,3873,3978,4082,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
8,2318,2396,2473,255,2628,2705,2782,2859,2937,3014,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
8,3477,3594,371,3825,3942,4058,4173,423,423,423,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
9,2561,2646,2731,2817,2902,2988,3073,3158,3244,3329,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
9,3842,3969,4097,4226,423,423,423,423,423,423,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
10,282,2914,3008,3102,3196,329,3384,3478,3572,3666,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
10,423,423,423,423,423,423,423,423,423,423,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
11,3098,3202,3305,3408,3511,3615,3718,3821,3924,4028,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
11,423,423,423,423,423,423,423,423,423,423,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
12,3714,3837,3961,4085,4209,4333,4456,458,4704,4828,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
12,423,423,423,423,423,4333,4456,458,4704,4828,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
13,4416,4563,471,4857,5005,5152,5299,5446,5594,5741,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
13,4416,4563,471,4857,5005,5152,5299,5446,5594,5741,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
14,5218,5392,5566,574,5914,6088,6262,6436,661,6784,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
14,5218,5392,5566,574,5914,6088,6262,6436,661,6784,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
15,6138,6343,6547,6752,6957,7161,7366,757,7775,798,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,B
15,6138,6343,6547,6752,6957,7161,7366,757,7775,798,,"KANSAS CITY-OVERLAND PARK-KANSAS CITY, MO-KS",Hourly,2020,O
1,23233,24011,24784,25552,26325,26777,27540,28310,28341,29064,,"LAREDO, TX",Salary,2020,
2,26123,26744,27610,28341,28660,29502,30345,31188,32031,32874,,"LAREDO, TX",Salary,2020,
3,28503,29453,30402,31352,32302,33252,34202,35152,36101,37051,,"LAREDO, TX",Salary,2020,
4,31997,33063,34129,35196,36262,37328,38395,39461,40527,41594,,"LAREDO, TX",Salary,2020,
5,35798,36992,38185,39379,40573,41766,42960,44153,45347,46540,,"LAREDO, TX",Salary,2020,
6,39904,41235,42565,43895,45226,46556,47886,49216,50547,51877,,"LAREDO, TX",Salary,2020,
7,44343,45821,47299,48776,50254,51732,53209,54687,56165,57643,,"LAREDO, TX",Salary,2020,
8,49109,50746,52383,54020,55657,57294,58931,60568,62205,63842,,"LAREDO, TX",Salary,2020,
9,54241,56050,57858,59666,61474,63282,65090,66899,68707,70515,,"LAREDO, TX",Salary,2020,
10,59732,61724,63715,65706,67697,69689,71680,73671,75662,77654,,"LAREDO, TX",Salary,2020,
11,65627,67814,70001,72189,74376,76563,78751,80938,83126,85313,,"LAREDO, TX",Salary,2020,
12,78659,81282,83904,86527,89149,91772,94394,97017,99639,102262,,"LAREDO, TX",Salary,2020,
13,93536,96654,99772,102891,106009,109127,112245,115364,118482,121600,,"LAREDO, TX",Salary,2020,
14,110531,114215,117899,121583,125267,128952,132636,136320,140004,143688,,"LAREDO, TX",Salary,2020,
15,130014,134349,138683,143017,147352,151686,156020,160355,164689,169024,,"LAREDO, TX",Salary,2020,
1,1113,1151,1188,1224,1261,1283,132,1356,1358,1393,,"LAREDO, TX",Hourly,2020,B
1,167,1727,1782,1836,1892,1925,198,2034,2037,209,,"LAREDO, TX",Hourly,2020,O
2,1252,1281,1323,1358,1373,1414,1454,1494,1535,1575,,"LAREDO, TX",Hourly,2020,B
2,1878,1922,1985,2037,206,2121,2181,2241,2303,2363,,"LAREDO, TX",Hourly,2020,O
3,1366,1411,1457,1502,1548,1593,1639,1684,173,1775,,"LAREDO, TX",Hourly,2020,B
3,2049,2117,2186,2253,2322,239,2459,2526,2595,2663,,"LAREDO, TX",Hourly,2020,O
4,1533,1584,1635,1686,1738,1789,184,1891,1942,1993,,"LAREDO, TX",Hourly,2020,B
4,230,2376,2453,2529,2607,2684,276,2837,2913,299,,"LAREDO, TX",Hourly,2020,O
5,1715,1772,183,1887,1944,2001,2058,2116,2173,223,,"LAREDO, TX",Hourly,2020,B
5,2573,2658,2745,2831,2916,3002,3087,3174,326,3345,,"LAREDO, TX",Hourly,2020,O
6,1912,1976,204,2103,2167,2231,2294,2358,2422,2486,,"LAREDO, TX",Hourly,2020,B
6,2868,2964,306,3155,3251,3347,3441,3537,3633,3729,,"LAREDO, TX",Hourly,2020,O
7,2125,2196,2266,2337,2408,2479,255,262,2691,2762,,"LAREDO, TX",Hourly,2020,B
7,3188,3294,3399,3506,3612,3719,3825,393,4037,4143,,"LAREDO, TX",Hourly,2020,O
8,2353,2432,251,2588,2667,2745,2824,2902,2981,3059,,"LAREDO, TX",Hourly,2020,B
8,353,3648,3765,3882,4001,4118,4236,4293,4293,4293,,"LAREDO, TX",Hourly,2020,O
9,2599,2686,2772,2859,2946,3032,3119,3206,3292,3379,,"LAREDO, TX",Hourly,2020,B
9,3899,4029,4158,4289,4293,4293,4293,4293,4293,4293,,"LAREDO, TX",Hourly,2020,O
10,2862,2958,3053,3148,3244,3339,3435,353,3625,3721,,"LAREDO, TX",Hourly,2020,B
10,4293,4293,4293,4293,4293,4293,4293,4293,4293,4293,,"LAREDO, TX",Hourly,2020,O
11,3145,3249,3354,3459,3564,3669,3773,3878,3983,4088,,"LAREDO, TX",Hourly,2020,B
11,4293,4293,4293,4293,4293,4293,4293,4293,4293,4293,,"LAREDO, TX",Hourly,2020,O
12,3769,3895,402,4146,4272,4397,4523,4649,4774,490,,"LAREDO, TX",Hourly,2020,B
12,4293,4293,4293,4293,4293,4397,4523,4649,4774,490,,"LAREDO, TX",Hourly,2020,O
13,4482,4631,4781,493,5079,5229,5378,5528,5677,5827,,"LAREDO, TX",Hourly,2020,B
13,4482,4631,4781,493,5079,5229,5378,5528,5677,5827,,"LAREDO, TX",Hourly,2020,O
14,5296,5473,5649,5826,6002,6179,6355,6532,6708,6885,,"LAREDO, TX",Hourly,2020,B
14,5296,5473,5649,5826,6002,6179,6355,6532,6708,6885,,"LAREDO, TX",Hourly,2020,O
15,623,6437,6645,6853,706,7268,7476,7684,7891,8099,,"LAREDO, TX",Hourly,2020,B
15,623,6437,6645,6853,706,7268,7476,7684,7891,8099,,"LAREDO, TX",Hourly,2020,O
1,22998,23769,24534,25294,26059,26506,27262,28024,28055,28770,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
2,25859,26474,27331,28055,28370,29205,30039,30873,31708,32542,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
3,28215,29155,30095,31036,31976,32916,33857,34797,35737,36677,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
4,31674,32729,33785,34840,35896,36952,38007,39063,40118,41174,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
5,35437,36618,37800,38982,40163,41345,42526,43708,44889,46071,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
6,39502,40818,42135,43452,44769,46086,47403,48720,50036,51353,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
7,43896,45359,46821,48284,49747,51210,52672,54135,55598,57061,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
8,48614,50234,51855,53475,55095,56716,58336,59957,61577,63198,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
9,53694,55484,57274,59064,60854,62643,64433,66223,68013,69803,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
10,59129,61101,63072,65043,67014,68985,70956,72927,74899,76870,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
11,64964,67129,69295,71460,73625,75791,77956,80121,82287,84452,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
12,77865,80461,83057,85653,88249,90845,93441,96037,98633,101230,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
13,92592,95679,98765,101852,104939,108026,111112,114199,117286,120373,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
14,109415,113062,116709,120356,124003,127650,131297,134944,138591,142237,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
15,128702,132993,137283,141574,145864,150155,154446,158736,163027,167317,,"LAS VEGAS-HENDERSON, NV-AZ",Salary,2020,
1,1102,1139,1176,1212,1249,127,1306,1343,1344,1379,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
1,1653,1709,1764,1818,1874,1905,1959,2015,2016,2069,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
2,1239,1269,131,1344,1359,1399,1439,1479,1519,1559,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
2,1859,1904,1965,2016,2039,2099,2159,2219,2279,2339,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
3,1352,1397,1442,1487,1532,1577,1622,1667,1712,1757,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
3,2028,2096,2163,2231,2298,2366,2433,2501,2568,2636,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
4,1518,1568,1619,1669,172,1771,1821,1872,1922,1973,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
4,2277,2352,2429,2504,258,2657,2732,2808,2883,296,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
5,1698,1755,1811,1868,1924,1981,2038,2094,2151,2208,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
5,2547,2633,2717,2802,2886,2972,3057,3141,3227,3312,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
6,1893,1956,2019,2082,2145,2208,2271,2334,2398,2461,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
6,284,2934,3029,3123,3218,3312,3407,3501,3597,3692,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
7,2103,2173,2243,2314,2384,2454,2524,2594,2664,2734,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
7,3155,326,3365,3471,3576,3681,3786,3891,3996,4101,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
8,2329,2407,2485,2562,264,2718,2795,2873,2951,3028,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
8,3494,3611,3728,3843,396,4077,4193,425,425,425,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
9,2573,2659,2744,283,2916,3002,3087,3173,3259,3345,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
9,386,3989,4116,4245,425,425,425,425,425,425,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
10,2833,2928,3022,3117,3211,3305,340,3494,3589,3683,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
10,425,425,425,425,425,425,425,425,425,425,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
11,3113,3217,332,3424,3528,3632,3735,3839,3943,4047,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
11,425,425,425,425,425,425,425,425,425,425,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
12,3731,3855,398,4104,4229,4353,4477,4602,4726,4851,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
12,425,425,425,425,425,4353,4477,4602,4726,4851,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
13,4437,4585,4732,488,5028,5176,5324,5472,562,5768,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
13,4437,4585,4732,488,5028,5176,5324,5472,562,5768,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
14,5243,5417,5592,5767,5942,6116,6291,6466,6641,6815,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
14,5243,5417,5592,5767,5942,6116,6291,6466,6641,6815,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
15,6167,6372,6578,6784,6989,7195,740,7606,7812,8017,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,B
15,6167,6372,6578,6784,6989,7195,740,7606,7812,8017,,"LAS VEGAS-HENDERSON, NV-AZ",Hourly,2020,O
1,25877,26744,27605,28460,29321,29824,30674,31532,31567,32372,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
2,29096,29788,30752,31567,31921,32860,33799,34738,35677,36615,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
3,31747,32805,33863,34920,35978,37036,38094,39152,40210,41268,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
4,35638,36826,38014,39201,40389,41577,42764,43952,45140,46328,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
5,39873,41202,42531,43861,45190,46520,47849,49178,50508,51837,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
6,44446,45928,47409,48891,50373,51854,53336,54818,56299,57781,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
7,49390,51036,52682,54328,55974,57620,59265,60911,62557,64203,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
8,54699,56522,58345,60168,61992,63815,65638,67462,69285,71108,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
9,60415,62429,64443,66457,68471,70484,72498,74512,76526,78540,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
10,66531,68749,70966,73184,75402,77620,79838,82056,84274,86492,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
11,73096,75532,77968,80405,82841,85277,87714,90150,92586,95023,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
12,87612,90533,93454,96375,99296,102217,105138,108058,110979,113900,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
13,104182,107655,111128,114601,118074,121547,125020,128493,131966,135440,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
14,123111,127214,131318,135421,139524,143628,147731,151835,155938,160041,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
15,144812,149639,154467,159295,164122,168950,170800,170800,170800,170800,,"LOS ANGELES-LONG BEACH, CA",Salary,2020,
1,124,1281,1323,1364,1405,1429,147,1511,1513,1551,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
1,186,1922,1985,2046,2108,2144,2205,2267,227,2327,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
2,1394,1427,1474,1513,153,1575,162,1664,1709,1754,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
2,2091,2141,2211,227,2295,2363,243,2496,2564,2631,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,O
3,1521,1572,1623,1673,1724,1775,1825,1876,1927,1977,,"LOS ANGELES-LONG BEACH, CA",Hourly,2020,B
